ProductID   InventoryDate           OrderQty    UnitPrice             ReceivedQty                             RejectedQty                             StockedQty
847         2014-01-11 00:00:00.000 150         4,43                  150.00                                  0.00                                    15
848         2014-01-11 00:00:00.000 150         18,56                 150.00                                  0.00                                    15
849         2014-03-31 00:00:00.000 5000        24,75                 5000.00                                 0.00                                    500
850         2014-03-31 00:00:00.000 5000        24,75                 5000.00                                 0.00                                    500
851         2014-03-31 00:00:00.000 5000        24,75                 5000.00                                 0.00                                    500
852         2014-05-14 00:00:00.000 750         30,94                 750.00                                  0.00                                    75
853         2014-05-14 00:00:00.000 750         30,94                 750.00                                  0.00                                    75
854         2014-05-14 00:00:00.000 750         30,94                 750.00                                  0.00                                    75
855         2014-05-14 00:00:00.000 1050        37,10                 1050.00                                 0.00                                    105
856         2014-05-14 00:00:00.000 1000        37,10                 1000.00                                 0.00                                    100
857         2014-05-14 00:00:00.000 1000        37,10                 1000.00                                 0.00                                    100
858         2014-05-22 00:00:00.000 700         9,15                  700.00                                  0.00                                    70
859         2014-05-22 00:00:00.000 700         9,15                  700.00                                  0.00                                    70
860         2014-05-22 00:00:00.000 700         9,15                  700.00                                  0.00                                    70
861         2014-05-22 00:00:00.000 900         15,67                 900.00                                  0.00                                    90
862         2014-05-22 00:00:00.000 900         15,67                 900.00                                  0.00                                    90
863         2014-05-22 00:00:00.000 900         15,67                 900.00                                  0.00                                    90
864         2014-05-22 00:00:00.000 1250        23,75                 1250.00                                 0.00                                    125
865         2014-05-22 00:00:00.000 3750        23,75                 1250.00                                 0.00                                    375
866         2014-05-22 00:00:00.000 2500        23,75                 1250.00                                 0.00                                    250
867         2014-05-22 00:00:00.000 2000        26,18                 2000.00                                 0.00                                    200
868         2014-05-22 00:00:00.000 2000        26,18                 2000.00                                 0.00                                    200
869         2014-05-22 00:00:00.000 2000        26,18                 2000.00                                 0.00                                    200
870         2013-12-09 00:00:00.000 1500        1,87                  1500.00                                 0.00                                    150
871         2013-12-09 00:00:00.000 500         3,74                  500.00                                  0.00                                    50
872         2013-12-09 00:00:00.000 1000        3,36                  1000.00                                 0.00                                    100
873         2013-12-09 00:00:00.000 8000        0,86                  8000.00                                 0.00                                    800
874         2013-12-09 00:00:00.000 8000        2,36                  8000.00                                 0.00                                    800
875         2013-12-09 00:00:00.000 8000        2,36                  8000.00                                 0.00                                    800
876         2014-07-24 00:00:00.000 250         33,88                 250.00                                  0.00                                    25
877         2014-07-24 00:00:00.000 150         2,97                  150.00                                  0.00                                    15
878         2014-07-24 00:00:00.000 150         8,22                  150.00                                  0.00                                    15
879         2014-07-24 00:00:00.000 400         59,46                 400.00                                  0.00                                    40
880         2014-07-24 00:00:00.000 1000        20,56                 1000.00                                 0.00                                    100
881         2014-07-24 00:00:00.000 6000        41,57                 6000.00                                 0.00                                    600
882         2014-07-24 00:00:00.000 6000        41,57                 6000.00                                 0.00                                    600
883         2014-07-24 00:00:00.000 6000        41,57                 6000.00                                 0.00                                    600
884         2014-07-24 00:00:00.000 6000        41,57                 6000.00                                 0.00                                    600
907         2014-08-17 00:00:00.000 27500       82,8345               550.00                                  550.00                                  2589
908         2014-08-15 00:00:00.000 33550       21,0945               550.00                                  550.00                                  3128
909         2014-08-15 00:00:00.000 33550       30,4395               550.00                                  550.00                                  3164
910         2014-08-16 00:00:00.000 39050       40,9395               550.00                                  82.00                                   3815
911         2014-08-16 00:00:00.000 39050       21,0945               550.00                                  550.00                                  3760
912         2014-08-16 00:00:00.000 39050       30,4395               550.00                                  550.00                                  3790
913         2014-08-15 00:00:00.000 33550       40,9395               550.00                                  82.00                                   3319
914         2014-08-14 00:00:00.000 22000       21,0945               550.00                                  55.00                                   2155
915         2014-08-14 00:00:00.000 22000       30,4395               550.00                                  0.00                                    2188
916         2014-08-05 00:00:00.000 21450       40,9395               550.00                                  27.00                                   2136
921         2014-08-13 00:00:00.000 27500       5,586                 550.00                                  55.00                                   2708
922         2014-08-13 00:00:00.000 19800       6,531                 550.00                                  27.00                                   1974
923         2014-08-13 00:00:00.000 19800       6,1845                550.00                                  0.00                                    1980
928         2014-08-17 00:00:00.000 48950       32,7705               550.00                                  550.00                                  4605
929         2014-08-17 00:00:00.000 48950       37,086                550.00                                  550.00                                  4701
930         2014-08-17 00:00:00.000 48950       43,0395               550.00                                  82.00                                   4805
931         2014-08-17 00:00:00.000 47300       34,8705               550.00                                  550.00                                  4431
932         2014-08-17 00:00:00.000 47300       39,7635               550.00                                  550.00                                  4527
933         2014-08-13 00:00:00.000 39050       43,9845               550.00                                  550.00                                  3766
934         2014-08-13 00:00:00.000 39050       38,1465               550.00                                  550.00                                  3805
935         2014-08-15 00:00:00.000 56100       31,4895               550.00                                  550.00                                  5210
936         2014-08-15 00:00:00.000 56100       48,2895               550.00                                  550.00                                  5306
937         2014-08-16 00:00:00.000 28050       62,9895               550.00                                  82.00                                   2697
938         2014-08-16 00:00:00.000 49500       31,4895               550.00                                  550.00                                  4605
939         2014-08-16 00:00:00.000 49500       48,2895               550.00                                  550.00                                  4704
940         2014-08-10 00:00:00.000 23100       62,9895               550.00                                  550.00                                  2210
941         2014-08-14 00:00:00.000 28050       62,9895               550.00                                  550.00                                  2642
948         2014-08-17 00:00:00.000 27500       82,8345               550.00                                  550.00                                  2559
952         2014-08-13 00:00:00.000 3000        15,7395               60.00                                   60.00                                   286
