ProductID   Name                                               ProductModel                                       CultureID
680         HL Road Frame - Black, 58                          HL Road Frame                                      en       
706         HL Road Frame - Red, 58                            HL Road Frame                                      en       
717         HL Road Frame - Red, 62                            HL Road Frame                                      en       
718         HL Road Frame - Red, 44                            HL Road Frame                                      en       
719         HL Road Frame - Red, 48                            HL Road Frame                                      en       
720         HL Road Frame - Red, 52                            HL Road Frame                                      en       
721         HL Road Frame - Red, 56                            HL Road Frame                                      en       
837         HL Road Frame - Black, 62                          HL Road Frame                                      en       
838         HL Road Frame - Black, 44                          HL Road Frame                                      en       
839         HL Road Frame - Black, 48                          HL Road Frame                                      en       
840         HL Road Frame - Black, 52                          HL Road Frame                                      en       
886         LL Touring Frame - Yellow, 62                      LL Touring Frame                                   en       
895         LL Touring Frame - Blue, 50                        LL Touring Frame                                   en       
896         LL Touring Frame - Blue, 54                        LL Touring Frame                                   en       
897         LL Touring Frame - Blue, 58                        LL Touring Frame                                   en       
898         LL Touring Frame - Blue, 62                        LL Touring Frame                                   en       
899         LL Touring Frame - Yellow, 44                      LL Touring Frame                                   en       
900         LL Touring Frame - Yellow, 50                      LL Touring Frame                                   en       
901         LL Touring Frame - Yellow, 54                      LL Touring Frame                                   en       
902         LL Touring Frame - Yellow, 58                      LL Touring Frame                                   en       
903         LL Touring Frame - Blue, 44                        LL Touring Frame                                   en       
885         HL Touring Frame - Yellow, 60                      HL Touring Frame                                   en       
887         HL Touring Frame - Yellow, 46                      HL Touring Frame                                   en       
888         HL Touring Frame - Yellow, 50                      HL Touring Frame                                   en       
889         HL Touring Frame - Yellow, 54                      HL Touring Frame                                   en       
890         HL Touring Frame - Blue, 46                        HL Touring Frame                                   en       
891         HL Touring Frame - Blue, 50                        HL Touring Frame                                   en       
892         HL Touring Frame - Blue, 54                        HL Touring Frame                                   en       
893         HL Touring Frame - Blue, 60                        HL Touring Frame                                   en       
846         Taillights - Battery-Powered                       Taillight                                          en       
872         Road Bottle Cage                                   Road Bottle Cage                                   en       
870         Water Bottle - 30 oz.                              Water Bottle                                       en       
876         Hitch Rack - 4-Bike                                Hitch Rack - 4-Bike                                en       
878         Fender Set - Mountain                              Fender Set - Mountain                              en       
709         Mountain Bike Socks, M                             Mountain Bike Socks                                en       
710         Mountain Bike Socks, L                             Mountain Bike Socks                                en       
844         Minipump                                           Minipump                                           en       
855         Men's Bib-Shorts, S                                Men's Bib-Shorts                                   en       
856         Men's Bib-Shorts, M                                Men's Bib-Shorts                                   en       
857         Men's Bib-Shorts, L                                Men's Bib-Shorts                                   en       
842         Touring-Panniers, Large                            Touring-Panniers                                   en       
858         Half-Finger Gloves, S                              Half-Finger Gloves                                 en       
859         Half-Finger Gloves, M                              Half-Finger Gloves                                 en       
860         Half-Finger Gloves, L                              Half-Finger Gloves                                 en       
861         Full-Finger Gloves, S                              Full-Finger Gloves                                 en       
862         Full-Finger Gloves, M                              Full-Finger Gloves                                 en       
863         Full-Finger Gloves, L                              Full-Finger Gloves                                 en       
867         Women's Mountain Shorts, S                         Women's Mountain Shorts                            en       
868         Women's Mountain Shorts, M                         Women's Mountain Shorts                            en       
869         Women's Mountain Shorts, L                         Women's Mountain Shorts                            en       
873         Patch Kit/8 Patches                                Patch kit                                          en       
864         Classic Vest, S                                    Classic Vest                                       en       
865         Classic Vest, M                                    Classic Vest                                       en       
866         Classic Vest, L                                    Classic Vest                                       en       
841         Men's Sports Shorts, S                             Men's Sports Shorts                                en       
849         Men's Sports Shorts, M                             Men's Sports Shorts                                en       
850         Men's Sports Shorts, L                             Men's Sports Shorts                                en       
851         Men's Sports Shorts, XL                            Men's Sports Shorts                                en       
879         All-Purpose Bike Stand                             All-Purpose Bike Stand                             en       
847         Headlights - Dual-Beam                             Headlights - Dual-Beam                             en       
848         Headlights - Weatherproof                          Headlights - Weatherproof                          en       
881         Short-Sleeve Classic Jersey, S                     Short-Sleeve Classic Jersey                        en       
882         Short-Sleeve Classic Jersey, M                     Short-Sleeve Classic Jersey                        en       
883         Short-Sleeve Classic Jersey, L                     Short-Sleeve Classic Jersey                        en       
884         Short-Sleeve Classic Jersey, XL                    Short-Sleeve Classic Jersey                        en       
845         Mountain Pump                                      Mountain Pump                                      en       
874         Racing Socks, M                                    Racing Socks                                       en       
875         Racing Socks, L                                    Racing Socks                                       en       
871         Mountain Bottle Cage                               Mountain Bottle Cage                               en       
712         AWC Logo Cap                                       Cycling Cap                                        en       
713         Long-Sleeve Logo Jersey, S                         Long-Sleeve Logo Jersey                            en       
714         Long-Sleeve Logo Jersey, M                         Long-Sleeve Logo Jersey                            en       
715         Long-Sleeve Logo Jersey, L                         Long-Sleeve Logo Jersey                            en       
716         Long-Sleeve Logo Jersey, XL                        Long-Sleeve Logo Jersey                            en       
707         Sport-100 Helmet, Red                              Sport-100                                          en       
708         Sport-100 Helmet, Black                            Sport-100                                          en       
711         Sport-100 Helmet, Blue                             Sport-100                                          en       
880         Hydration Pack - 70 oz.                            Hydration Pack                                     en       
852         Women's Tights, S                                  Women's Tights                                     en       
853         Women's Tights, M                                  Women's Tights                                     en       
854         Women's Tights, L                                  Women's Tights                                     en       
877         Bike Wash - Dissolver                              Bike Wash                                          en       
843         Cable Lock                                         Cable Lock                                         en       
994         LL Bottom Bracket                                  LL Bottom Bracket                                  ar       
995         ML Bottom Bracket                                  ML Bottom Bracket                                  ar       
996         HL Bottom Bracket                                  HL Bottom Bracket                                  ar       
984         Mountain-500 Silver, 40                            Mountain-500                                       ar       
985         Mountain-500 Silver, 42                            Mountain-500                                       ar       
986         Mountain-500 Silver, 44                            Mountain-500                                       ar       
987         Mountain-500 Silver, 48                            Mountain-500                                       ar       
988         Mountain-500 Silver, 52                            Mountain-500                                       ar       
989         Mountain-500 Black, 40                             Mountain-500                                       ar       
990         Mountain-500 Black, 42                             Mountain-500                                       ar       
991         Mountain-500 Black, 44                             Mountain-500                                       ar       
992         Mountain-500 Black, 48                             Mountain-500                                       ar       
993         Mountain-500 Black, 52                             Mountain-500                                       ar       
980         Mountain-400-W Silver, 38                          Mountain-400-W                                     ar       
981         Mountain-400-W Silver, 40                          Mountain-400-W                                     ar       
982         Mountain-400-W Silver, 42                          Mountain-400-W                                     ar       
983         Mountain-400-W Silver, 46                          Mountain-400-W                                     ar       
785         Mountain-300 Black, 38                             Mountain-300                                       ar       
786         Mountain-300 Black, 40                             Mountain-300                                       ar       
787         Mountain-300 Black, 44                             Mountain-300                                       ar       
788         Mountain-300 Black, 48                             Mountain-300                                       ar       
779         Mountain-200 Silver, 38                            Mountain-200                                       ar       
780         Mountain-200 Silver, 42                            Mountain-200                                       ar       
781         Mountain-200 Silver, 46                            Mountain-200                                       ar       
782         Mountain-200 Black, 38                             Mountain-200                                       ar       
783         Mountain-200 Black, 42                             Mountain-200                                       ar       
784         Mountain-200 Black, 46                             Mountain-200                                       ar       
771         Mountain-100 Silver, 38                            Mountain-100                                       ar       
772         Mountain-100 Silver, 42                            Mountain-100                                       ar       
773         Mountain-100 Silver, 44                            Mountain-100                                       ar       
774         Mountain-100 Silver, 48                            Mountain-100                                       ar       
775         Mountain-100 Black, 38                             Mountain-100                                       ar       
776         Mountain-100 Black, 42                             Mountain-100                                       ar       
777         Mountain-100 Black, 44                             Mountain-100                                       ar       
778         Mountain-100 Black, 48                             Mountain-100                                       ar       
977         Road-750 Black, 58                                 Road-750                                           ar       
997         Road-750 Black, 44                                 Road-750                                           ar       
998         Road-750 Black, 48                                 Road-750                                           ar       
999         Road-750 Black, 52                                 Road-750                                           ar       
759         Road-650 Red, 58                                   Road-650                                           ar       
760         Road-650 Red, 60                                   Road-650                                           ar       
761         Road-650 Red, 62                                   Road-650                                           ar       
762         Road-650 Red, 44                                   Road-650                                           ar       
769         Road-650 Black, 48                                 Road-650                                           ar       
770         Road-650 Black, 52                                 Road-650                                           ar       
763         Road-650 Red, 48                                   Road-650                                           ar       
764         Road-650 Red, 52                                   Road-650                                           ar       
765         Road-650 Black, 58                                 Road-650                                           ar       
766         Road-650 Black, 60                                 Road-650                                           ar       
767         Road-650 Black, 62                                 Road-650                                           ar       
768         Road-650 Black, 44                                 Road-650                                           ar       
797         Road-550-W Yellow, 38                              Road-550-W                                         ar       
798         Road-550-W Yellow, 40                              Road-550-W                                         ar       
799         Road-550-W Yellow, 42                              Road-550-W                                         ar       
800         Road-550-W Yellow, 44                              Road-550-W                                         ar       
801         Road-550-W Yellow, 48                              Road-550-W                                         ar       
754         Road-450 Red, 58                                   Road-450                                           ar       
755         Road-450 Red, 60                                   Road-450                                           ar       
756         Road-450 Red, 44                                   Road-450                                           ar       
757         Road-450 Red, 48                                   Road-450                                           ar       
758         Road-450 Red, 52                                   Road-450                                           ar       
973         Road-350-W Yellow, 40                              Road-350-W                                         ar       
974         Road-350-W Yellow, 42                              Road-350-W                                         ar       
975         Road-350-W Yellow, 44                              Road-350-W                                         ar       
976         Road-350-W Yellow, 48                              Road-350-W                                         ar       
789         Road-250 Red, 44                                   Road-250                                           ar       
790         Road-250 Red, 48                                   Road-250                                           ar       
791         Road-250 Red, 52                                   Road-250                                           ar       
792         Road-250 Red, 58                                   Road-250                                           ar       
793         Road-250 Black, 44                                 Road-250                                           ar       
794         Road-250 Black, 48                                 Road-250                                           ar       
795         Road-250 Black, 52                                 Road-250                                           ar       
